"","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER","NAME.1","state","county","tract","blockgroup","Household.Income..Total.","Household.Income..Less.than..10.000","Household.Income...10.000.to..14.999","Household.Income...15.000.to..19.999","Household.Income...20.000.to..24.999","Household.Income...25.000.to..29.999","Household.Income...30.000.to..34.999","Household.Income...35.000.to..39.999","Household.Income...40.000.to..44.999","Household.Income...45.000.to..49.999","Household.Income...50.000.to..59.999","Household.Income...60.000.to..74.999","Household.Income...75.000.to..99.999","Household.Income...100.000.to..124.999","Household.Income...125.000.to..149.999","Household.Income...150.000.to..199.999","Household.Income...200.000.or.more","GEOID.1","percent","ID"
"637","25","025","051000","1","1500000US250250510001","250250510001","1","BG",335004,0,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",25,25,51000,"1",801,63,28,48,59,10,17,18,17,21,61,111,77,105,93,71,2,"250250510001",0.0786516853932584,"4829"
"638","25","025","090901","1","1500000US250250909011","250250909011","1","BG",272468,56272,"Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts",25,25,90901,"1",612,148,103,53,44,9,30,10,26,0,33,33,69,37,11,6,0,"250250909011",0.241830065359477,"4866"
"639","25","025","091800","2","1500000US250250918002","250250918002","2","BG",89289,0,"Block Group 2, Census Tract 918, Suffolk County, Massachusetts",25,25,91800,"2",321,98,0,63,0,25,0,0,0,0,19,55,47,0,14,0,0,"250250918002",0.305295950155763,"4867"
"640","25","025","100500","5","1500000US250251005005","250251005005","5","BG",165421,0,"Block Group 5, Census Tract 1005, Suffolk County, Massachusetts",25,25,100500,"5",366,114,0,0,0,0,0,0,0,76,80,13,48,35,0,0,0,"250251005005",0.311475409836066,"4868"
"641","25","025","000504","1","1500000US250250005041","250250005041","1","BG",97322,0,"Block Group 1, Census Tract 5.04, Suffolk County, Massachusetts",25,25,504,"1",1058,145,51,198,84,30,12,100,20,90,15,92,93,64,29,0,35,"250250005041",0.137051039697543,"4869"
"642","25","025","000704","1","1500000US250250007041","250250007041","1","BG",109786,0,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",25,25,704,"1",658,107,51,46,21,22,10,0,14,30,15,114,94,46,30,29,29,"250250007041",0.162613981762918,"4873"
"643","25","025","170300","1","1500000US250251703001","250251703001","1","BG",777754,0,"Block Group 1, Census Tract 1703, Suffolk County, Massachusetts",25,25,170300,"1",867,28,0,71,0,48,53,0,63,26,98,76,158,148,51,33,14,"250251703001",0.0322952710495963,"4876"
"644","25","025","010701","3","1500000US250250107013","250250107013","3","BG",80728,0,"Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts",25,25,10701,"3",481,36,41,0,88,10,0,0,20,15,16,75,34,45,0,48,53,"250250107013",0.0748440748440748,"4913"
"645","25","025","120400","4","1500000US250251204004","250251204004","4","BG",251382,0,"Block Group 4, Census Tract 1204, Suffolk County, Massachusetts",25,25,120400,"4",780,98,0,0,14,0,0,4,18,18,28,149,79,129,37,145,61,"250251204004",0.125641025641026,"4925"
"646","25","025","100400","2","1500000US250251004002","250251004002","2","BG",174064,0,"Block Group 2, Census Tract 1004, Suffolk County, Massachusetts",25,25,100400,"2",408,0,16,0,25,9,8,0,0,64,20,32,104,66,22,30,12,"250251004002",0,"4960"
